"age","gender","marital_status","annual_income","employment_status","debt_to_income_ratio","credit_score","loan_amount","loan_purpose","interest_rate","loan_term","grade_subgrade","num_of_open_accounts","total_credit_limit","current_balance","delinquency_history","public_records","loan_paid_back","credit_score_category","loan_term_years","borrower_grade","age_group","debt_to_income_rating","loan_amount_segments","loan_paid_back_cat"
"42","Male","Married","25006.4","Employed","0.209","666","13980.08","Debt consolidation","10.93","36","D2","6","29477.08","21255.53","3","0","0","2-Standard","3","D","35-49","2. Standard(20-35%)","9-15k","default"
"47","Male","Married","20987.88","Employed","0.067","533","10636.93","Other","11.9","60","F3","2","21867.47","6563.79","0","0","1","3-Risky","5","F","35-49","1. Excellent(<20%)","9-15k","paid"
"55","Male","Single","45897.46","Employed","0.206","810","14204","Other","11.04","60","A4","8","52541.02","7091.68","4","0","1","1-Excellent","5","A","50-59","2. Standard(20-35%)","9-15k","paid"
"21","Male","Married","24364.09","Employed","0.046","633","7313.37","Business","10.67","36","D1","9","23793.91","22281.05","2","0","1","2-Standard","3","D","<25","1. Excellent(<20%)","<9k","paid"
"55","Male","Married","57979.19","Employed","0.261","629","13254.56","Car","11.96","60","D4","5","39471","7133.06","0","0","0","2-Standard","5","D","50-59","2. Standard(20-35%)","9-15k","default"
"57","Male","Single","21604.71","Unemployed","0.01","850","3523.01","Car","6.45","60","A4","3","25346.6","11315.85","1","0","1","1-Excellent","5","A","50-59","1. Excellent(<20%)","<9k","paid"
"67","Male","Single","20329.27","Unemployed","0.124","556","11670.94","Debt consolidation","14.24","36","F5","6","16834.64","2439.02","2","0","0","3-Risky","3","F","60+","1. Excellent(<20%)","9-15k","default"
"34","Other","Single","41903.6","Employed","0.018","673","13321.75","Debt consolidation","12.12","36","C1","4","36750.32","16547.05","1","0","1","2-Standard","3","C","25-34","1. Excellent(<20%)","9-15k","paid"
"23","Other","Married","39463.41","Retired","0.071","702","14200.63","Business","7.34","36","C1","2","36171.7","4237.42","2","0","1","2-Standard","3","C","<25","1. Excellent(<20%)","9-15k","paid"
"21","Male","Married","60728.46","Retired","0.296","674","9172.36","Debt consolidation","13.92","36","C5","6","46604.94","14282.98","5","0","1","2-Standard","3","C","<25","2. Standard(20-35%)","9-15k","paid"
"25","Female","Married","17864.88","Employed","0.204","575","7827.92","Debt consolidation","14.64","36","F2","3","27040.07","17294.38","3","2","1","3-Risky","3","F","25-34","2. Standard(20-35%)","<9k","paid"
"46","Male","Married","14428.05","Unemployed","0.247","630","13289.06","Business","13.78","36","D5","4","14417.15","4852.01","1","0","0","2-Standard","3","D","35-49","2. Standard(20-35%)","9-15k","default"
"75","Male","Single","75333.37","Employed","0.158","702","14285.8","Debt consolidation","11.79","36","C4","5","78223.78","51872.95","2","0","1","2-Standard","3","C","60+","1. Excellent(<20%)","9-15k","paid"
"34","Male","Married","16113.74","Employed","0.19","745","15574.09","Car","11.79","36","B2","3","19793.11","9171.57","1","0","1","1-Excellent","3","B","25-34","1. Excellent(<20%)","15-21k","paid"
"59","Female","Single","59746.5","Self-employed","0.082","788","14432.59","Car","10.93","60","B1","7","52773.13","28746.75","4","0","1","1-Excellent","5","B","50-59","1. Excellent(<20%)","9-15k","paid"
"47","Female","Married","8857.53","Employed","0.173","673","11581.36","Medical","11.9","36","C4","4","9029.37","4735.24","2","0","1","2-Standard","3","C","35-49","1. Excellent(<20%)","9-15k","paid"
"29","Male","Single","51061.39","Employed","0.116","740","9598.11","Debt consolidation","13.89","36","B2","4","50566.47","18079.22","3","0","1","1-Excellent","3","B","25-34","1. Excellent(<20%)","9-15k","paid"
"35","Male","Single","36071.68","Employed","0.274","751","24719.93","Debt consolidation","10.54","36","B2","6","48786.47","10166.8","1","0","0","1-Excellent","3","B","35-49","2. Standard(20-35%)","21k","default"
"35","Male","Married","46298.12","Unemployed","0.096","762","26749.81","Car","9.15","36","B2","6","62200.04","36801.33","6","0","1","1-Excellent","3","B","35-49","1. Excellent(<20%)","21k","paid"
"46","Female","Single","57551.55","Employed","0.196","673","15596.14","Debt consolidation","13.65","60","C3","6","37009.51","9612.28","1","0","1","2-Standard","5","C","35-49","1. Excellent(<20%)","15-21k","paid"
"62","Female","Married","64111.05","Employed","0.107","703","17774.27","Education","16.02","36","C3","7","90089.01","26316.83","2","0","1","2-Standard","3","C","60+","1. Excellent(<20%)","15-21k","paid"
"33","Male","Widowed","48002.32","Retired","0.189","708","25727.88","Education","11.01","60","C5","2","51987.82","22592.25","2","0","1","2-Standard","5","C","25-34","1. Excellent(<20%)","21k","paid"
"71","Female","Married","59933.22","Retired","0.174","708","8470.53","Car","10.45","36","C4","3","84833.15","48869.37","3","0","1","2-Standard","3","C","60+","1. Excellent(<20%)","<9k","paid"
"52","Male","Single","71240.27","Employed","0.123","760","5661.45","Vacation","7.97","36","B2","4","45137.9","28820.19","0","1","1","1-Excellent","3","B","50-59","1. Excellent(<20%)","<9k","paid"
"59","Female","Single","78010.05","Employed","0.33","673","7537.98","Home","12.12","60","C3","5","104519.18","87016.67","2","0","1","2-Standard","5","C","50-59","2. Standard(20-35%)","<9k","paid"
"69","Female","Married","49570.48","Employed","0.183","709","35531.62","Business","9.57","36","C5","4","58663.28","43543.34","1","2","1","2-Standard","3","C","60+","1. Excellent(<20%)","21k","paid"
"72","Male","Single","20571.32","Self-employed","0.082","700","15518.16","Car","12.62","60","C4","7","35486.31","22404.15","0","0","1","2-Standard","5","C","60+","1. Excellent(<20%)","15-21k","paid"
"52","Female","Married","31233.01","Retired","0.029","592","12562.86","Car","13.47","36","E1","5","43079.32","37284.11","0","0","1","2-Standard","3","E","50-59","1. Excellent(<20%)","9-15k","paid"
"24","Female","Married","34216.61","Employed","0.034","673","27535.96","Debt consolidation","8.91","36","C2","5","50924.91","22154.73","1","1","1","2-Standard","3","C","<25","1. Excellent(<20%)","21k","paid"
"50","Male","Married","24152.12","Employed","0.046","734","32697.14","Car","10.73","60","C4","5","33113.13","3205.98","1","0","1","2-Standard","5","C","50-59","1. Excellent(<20%)","21k","paid"
"57","Male","Married","18255.3","Self-employed","0.068","702","8302.32","Car","10.36","36","C2","8","33369.62","18978.33","1","0","1","2-Standard","3","C","50-59","1. Excellent(<20%)","<9k","paid"
"43","Female","Single","63267.93","Self-employed","0.364","580","2853.44","Other","15.57","36","E4","5","42623.04","6497.6","5","0","1","2-Standard","3","E","35-49","3. Risky(36-43%)","<9k","paid"
"59","Male","Married","43485","Employed","0.1","721","13430.74","Debt consolidation","11.02","36","C5","5","30642.37","7341.72","4","0","1","2-Standard","3","C","50-59","1. Excellent(<20%)","9-15k","paid"
"65","Male","Married","24312.14","Employed","0.09","721","8580.05","Car","10.22","36","C2","1","34579.2","24965.3","1","0","1","2-Standard","3","C","60+","1. Excellent(<20%)","<9k","paid"
"35","Male","Single","37146.25","Employed","0.151","704","15169.04","Other","13.76","60","C4","6","24684.5","17115.22","4","0","1","2-Standard","5","C","35-49","1. Excellent(<20%)","15-21k","paid"
"63","Female","Single","43498.39","Self-employed","0.084","776","33826.74","Business","8.72","60","B2","2","28534.88","17990.91","2","0","1","1-Excellent","5","B","60+","1. Excellent(<20%)","21k","paid"
"49","Female","Married","18176.02","Employed","0.126","751","16153.24","Other","10.3","36","B2","3","13810.26","1215.09","1","0","1","1-Excellent","3","B","35-49","1. Excellent(<20%)","15-21k","paid"
"56","Female","Married","22494.34","Employed","0.117","641","7308.52","Other","11.96","60","D3","5","38192.02","26763.33","1","0","1","2-Standard","5","D","50-59","1. Excellent(<20%)","<9k","paid"
"33","Female","Married","30079.2","Employed","0.051","730","1584.44","Debt consolidation","14.43","36","C4","0","24329.34","5618.75","2","0","1","2-Standard","3","C","25-34","1. Excellent(<20%)","<9k","paid"
"52","Male","Married","33092.38","Student","0.106","768","9876.9","Car","8.73","36","B5","3","24932.07","17409.74","2","0","1","1-Excellent","3","B","50-59","1. Excellent(<20%)","9-15k","paid"
"27","Female","Married","13945.69","Employed","0.267","672","13767.29","Medical","13.17","36","C4","2","11013.11","6508.75","3","0","0","2-Standard","3","C","25-34","2. Standard(20-35%)","9-15k","default"
"71","Female","Married","56815.53","Employed","0.246","755","1622.55","Debt consolidation","8.87","36","B2","2","73342.4","67806.39","3","0","1","1-Excellent","3","B","60+","2. Standard(20-35%)","<9k","paid"
"42","Male","Married","37001.92","Employed","0.108","699","5730.12","Debt consolidation","8.42","36","C2","5","30123.07","18992.65","1","0","1","2-Standard","3","C","35-49","1. Excellent(<20%)","<9k","paid"
"48","Male","Single","31288.83","Employed","0.237","601","500","Medical","9.66","60","E2","4","25089.87","11868.89","1","0","1","2-Standard","5","E","35-49","2. Standard(20-35%)","<9k","paid"
"22","Male","Single","23650.29","Employed","0.279","580","21619.27","Education","10.9","36","E1","6","26652.56","23700.47","2","0","1","2-Standard","3","E","<25","2. Standard(20-35%)","21k","paid"
"62","Female","Married","19772.06","Employed","0.107","644","15876.01","Other","12.54","36","D2","5","29747.95","13625.89","0","0","1","2-Standard","3","D","60+","1. Excellent(<20%)","15-21k","paid"
"65","Female","Married","36662.51","Employed","0.256","611","24443.55","Debt consolidation","13.91","60","D3","5","39367.32","22082.94","1","0","1","2-Standard","5","D","60+","2. Standard(20-35%)","21k","paid"
"73","Female","Single","39917.29","Unemployed","0.197","839","500","Other","10.39","60","A2","7","29595.3","7619.02","2","0","1","1-Excellent","5","A","60+","1. Excellent(<20%)","<9k","paid"
"26","Other","Married","118391.5","Employed","0.228","714","16994.57","Education","11.25","36","C4","3","86140.57","7418.29","3","0","1","2-Standard","3","C","25-34","2. Standard(20-35%)","15-21k","paid"
"48","Male","Single","124949.42","Self-employed","0.277","611","14893.19","Business","13.07","36","D3","5","104566.23","88217.4","2","0","1","2-Standard","3","D","35-49","2. Standard(20-35%)","9-15k","paid"
"48","Female","Single","26356.3","Retired","0.084","729","500","Other","15.3","36","C5","6","20854.65","6041.15","5","0","1","2-Standard","3","C","35-49","1. Excellent(<20%)","<9k","paid"
"64","Female","Married","20430.19","Employed","0.07","596","11047.84","Medical","11.44","36","E3","9","28541.48","16211.5","1","0","1","2-Standard","3","E","60+","1. Excellent(<20%)","9-15k","paid"
"64","Male","Single","16989.44","Student","0.082","601","15467.16","Home","13.5","36","E2","7","18223.76","7049.85","0","0","0","2-Standard","3","E","60+","1. Excellent(<20%)","15-21k","default"
"40","Female","Married","38279.19","Employed","0.093","775","6153.63","Car","11.1","60","B1","7","28247.28","9957.6","1","0","1","1-Excellent","5","B","35-49","1. Excellent(<20%)","<9k","paid"
"50","Male","Divorced","17177.12","Employed","0.279","570","500","Home","17.92","36","F2","1","24912.37","21811.24","2","0","1","3-Risky","3","F","50-59","2. Standard(20-35%)","<9k","paid"
"31","Female","Divorced","15871.83","Unemployed","0.091","714","23343.33","Education","10.43","60","C3","4","22166.62","15477.12","2","0","1","2-Standard","5","C","25-34","1. Excellent(<20%)","21k","paid"
"75","Female","Single","23373.61","Employed","0.201","627","3728.03","Debt consolidation","12.05","36","D1","6","30657.26","12432.73","2","0","1","2-Standard","3","D","60+","2. Standard(20-35%)","<9k","paid"
"48","Female","Married","25188.16","Employed","0.059","675","32588.93","Debt consolidation","11.49","60","C1","1","16001.42","14908.02","3","0","1","2-Standard","5","C","35-49","1. Excellent(<20%)","21k","paid"
"45","Female","Divorced","23290.47","Employed","0.282","624","7666.46","Debt consolidation","13.74","60","D2","6","23026.2","20988.31","4","0","0","2-Standard","5","D","35-49","2. Standard(20-35%)","<9k","default"
"59","Male","Single","13759.26","Unemployed","0.252","588","28644.58","Other","17.34","60","E3","6","19293.43","2736.4","3","0","0","2-Standard","5","E","50-59","2. Standard(20-35%)","21k","default"
"53","Female","Single","34386.77","Employed","0.083","554","16725.89","Debt consolidation","14.85","60","F4","7","50707.39","43336.01","3","0","1","3-Risky","5","F","50-59","1. Excellent(<20%)","15-21k","paid"
"21","Male","Divorced","34017.49","Employed","0.06","768","24609.93","Medical","9.61","60","B5","3","43434.96","3534.08","2","0","1","1-Excellent","5","B","<25","1. Excellent(<20%)","21k","paid"
"47","Female","Single","81034.65","Employed","0.071","843","33152.69","Car","8.04","60","A1","4","78848.81","47930.66","1","0","1","1-Excellent","5","A","35-49","1. Excellent(<20%)","21k","paid"
"72","Female","Divorced","17235.84","Employed","0.317","774","10218.95","Debt consolidation","10.78","60","B5","5","20195.44","1373.44","5","0","1","1-Excellent","5","B","60+","2. Standard(20-35%)","9-15k","paid"
"33","Female","Married","49807.86","Employed","0.415","761","25042.35","Debt consolidation","12.67","36","B4","2","62399.36","39220.31","4","0","1","1-Excellent","3","B","25-34","3. Risky(36-43%)","21k","paid"
"61","Male","Single","105972.08","Employed","0.22","646","8500.7","Home","11.75","36","D4","4","62952.44","45537.45","1","0","1","2-Standard","3","D","60+","2. Standard(20-35%)","<9k","paid"
"23","Female","Single","15154.65","Employed","0.564","713","26282.16","Debt consolidation","12.3","36","C3","3","25329.39","4584.61","0","0","1","2-Standard","3","C","<25","4. Danger(>0.43%)","21k","paid"
"59","Female","Single","18877.33","Retired","0.372","575","16256.55","Medical","15.12","60","F2","7","19656.97","6218.72","2","0","0","3-Risky","5","F","50-59","3. Risky(36-43%)","15-21k","default"
"26","Female","Single","17072.99","Employed","0.309","838","21977.7","Car","10.12","36","A5","4","28641.2","23123.4","2","0","1","1-Excellent","3","A","25-34","2. Standard(20-35%)","21k","paid"
"28","Male","Married","47486.48","Employed","0.305","556","21582.12","Other","13.17","60","F5","5","29959.58","17470.35","3","0","1","3-Risky","5","F","25-34","2. Standard(20-35%)","21k","paid"
"47","Male","Married","46375.74","Self-employed","0.234","720","17677.53","Debt consolidation","15.14","36","C3","10","36576.27","16231.87","0","0","1","2-Standard","3","C","35-49","2. Standard(20-35%)","15-21k","paid"
"29","Male","Married","64338.94","Self-employed","0.106","738","22797.96","Debt consolidation","13.38","36","C5","4","53724.07","22939.1","0","0","1","2-Standard","3","C","25-34","1. Excellent(<20%)","21k","paid"
"57","Female","Single","38083.08","Self-employed","0.109","703","7039.66","Education","12.46","36","C3","1","35302.5","13902.26","1","0","1","2-Standard","3","C","50-59","1. Excellent(<20%)","<9k","paid"
"53","Female","Married","106994.72","Employed","0.3","697","4183.43","Other","12.53","60","C1","2","79290.2","6564.58","2","0","1","2-Standard","5","C","50-59","2. Standard(20-35%)","<9k","paid"
"71","Other","Married","50256.76","Employed","0.055","614","19712.38","Medical","13.93","60","D1","6","57288.36","15677.37","1","0","1","2-Standard","5","D","60+","1. Excellent(<20%)","15-21k","paid"
"62","Male","Married","77277.21","Employed","0.153","552","19504.32","Education","17.22","36","F2","4","45265.75","31700.32","2","0","1","3-Risky","3","F","60+","1. Excellent(<20%)","15-21k","paid"
"64","Male","Married","39854.95","Employed","0.26","731","21135.25","Debt consolidation","15.14","36","C5","3","27686.6","21315.16","1","0","1","2-Standard","3","C","60+","2. Standard(20-35%)","21k","paid"
"44","Female","Single","28811.88","Employed","0.028","749","21523.89","Debt consolidation","12.86","36","B3","5","41353.53","17689.41","1","0","1","1-Excellent","3","B","35-49","1. Excellent(<20%)","21k","paid"
